FilePath,AzureTags,AzureCategory,RoboflowCategory,OCRText,OCRCategory,FinalCategory
animal4_compressed.jpg,"'animal' with confidence 99.84%, 'mammal' with confidence 99.79%, 'cat' with confidence 99.66%, 'domestic cat' with confidence 98.83%, 'small to medium-sized cats' with confidence 98.56%, 'whiskers' with confidence 97.46%, 'felidae' with confidence 95.41%, 'kitten' with confidence 90.57%, 'malayan cat' with confidence 87.18%, 'fur' with confidence 85.59%, 'domestic short-haired cat' with confidence 84.86%, 'indoor' with confidence 74.65%, 'gray' with confidence 66.44%, 'grey' with confidence 65.62%, 'kitty' with confidence 44.61%",animal,,,기타,animal
animal5_compressed.jpg,"'animal' with confidence 99.78%, 'mammal' with confidence 99.48%, 'cat' with confidence 99.42%, 'domestic cat' with confidence 99.32%, 'small to medium-sized cats' with confidence 99.25%, 'whiskers' with confidence 98.29%, 'felidae' with confidence 97.32%, 'indoor' with confidence 90.28%, 'malayan cat' with confidence 89.72%, 'domestic short-haired cat' with confidence 88.59%, 'fur' with confidence 88.08%, 'kitten' with confidence 86.57%, 'domestic long-haired cat' with confidence 84.62%, 'ojos azules' with confidence 84.12%, 'sitting' with confidence 76.69%, 'brown' with confidence 58.53%, 'kitty' with confidence 49.00%, 'feline' with confidence 42.74%",animal,,,기타,animal
animal6_compressed.jpg,"'small to medium-sized cats' with confidence 98.18%, 'mammal' with confidence 97.56%, 'animal' with confidence 96.35%, 'felidae' with confidence 96.14%, 'cat' with confidence 95.97%, 'domestic cat' with confidence 93.22%, 'whiskers' with confidence 91.10%, 'indoor' with confidence 86.64%, 'domestic short-haired cat' with confidence 85.53%",animal,,와앙 잡아먹을테다 와앙 잡아 먹을 테다,기타,animal
animal7_compressed.jpg,"'cat' with confidence 97.35%, 'animal' with confidence 96.66%, 'mammal' with confidence 96.59%, 'small to medium-sized cats' with confidence 96.02%, 'felidae' with confidence 94.67%, 'whiskers' with confidence 94.50%, 'domestic cat' with confidence 94.03%, 'indoor' with confidence 85.79%, 'kitty' with confidence 45.01%",animal,,아이 맛잇엉. 아이 맛 잇엉 .,기타,animal
animal8_compressed.jpg,"'animal' with confidence 99.91%, 'mammal' with confidence 99.89%, 'hamster' with confidence 99.84%, 'rodent' with confidence 94.74%, 'mouse' with confidence 93.54%, 'muroidea' with confidence 89.58%, 'rat' with confidence 88.35%, 'pet supply' with confidence 85.67%, 'gerbil' with confidence 85.57%, 'muridae' with confidence 84.76%, 'dormouse' with confidence 84.49%, 'indoor' with confidence 68.12%",animal,,,기타,animal
animal9_compressed.jpg,"'mammal' with confidence 99.86%, 'animal' with confidence 99.79%, 'hamster' with confidence 99.61%, 'mouse' with confidence 95.67%, 'rodent' with confidence 94.34%, 'rat' with confidence 91.09%, 'muroidea' with confidence 90.89%, 'muridae' with confidence 86.99%, 'gerbil' with confidence 85.91%, 'dormouse' with confidence 85.87%, 'guinea pig' with confidence 84.26%, 'indoor' with confidence 63.86%",animal,,내 알빠 아닌뎅요 내 알빠 아닌 뎅요,기타,animal
people0_compressed.jpg,"'smile' with confidence 97.66%, 'text' with confidence 95.69%, 'screenshot' with confidence 95.05%, 'human face' with confidence 89.05%, 'person' with confidence 74.64%",people,,1:00 45 내 효과 모든 사람을 두 G 1:00 45 내 효과 모든 사람 을 두 G,기타,people
people1_compressed.jpg,"'person' with confidence 99.75%, 'wall' with confidence 98.42%, 'clothing' with confidence 95.92%, 'indoor' with confidence 94.07%, 'cool' with confidence 89.27%, 'human face' with confidence 89.05%, 'shoulder' with confidence 87.35%, 'mirror' with confidence 84.42%, 'holding' with confidence 82.10%, 'bathroom' with confidence 68.73%, 'camera' with confidence 62.22%, 'wearing' with confidence 60.05%",shop,,txpl txpl,기타,shop
people10_compressed.jpg,"'human face' with confidence 99.32%, 'person' with confidence 99.31%, 'clothing' with confidence 97.90%, 'indoor' with confidence 92.29%, 'fashion accessory' with confidence 89.79%, 'furniture' with confidence 87.44%, 'toddler' with confidence 85.62%, 'wall' with confidence 84.12%, 'window' with confidence 83.39%, 'young' with confidence 67.66%, 'woman' with confidence 64.76%, 'child' with confidence 58.71%, 'girl' with confidence 55.67%",shop,,C2 C2,기타,shop
people11_compressed.jpg,"'clothing' with confidence 99.74%, 'footwear' with confidence 99.72%, 'indoor' with confidence 99.55%, 'wall' with confidence 99.30%, 'person' with confidence 98.81%, 'smile' with confidence 95.29%, 'man' with confidence 93.06%, 'couch' with confidence 92.31%, 'furniture' with confidence 91.15%, 'jeans' with confidence 89.88%, 'people' with confidence 87.48%, 'posing' with confidence 86.62%, 'human face' with confidence 86.18%, 'floor' with confidence 85.81%, 'group' with confidence 81.69%, 'room' with confidence 70.21%, 'family' with confidence 62.27%, 'woman' with confidence 60.40%, 'standing' with confidence 58.01%",shop,,,기타,shop
people12_compressed.jpg,"'text' with confidence 99.91%, 'human face' with confidence 99.84%, 'clothing' with confidence 96.49%, 'girl' with confidence 92.56%, 'woman' with confidence 91.49%, 'smile' with confidence 90.23%, 'person' with confidence 88.94%, 'collage' with confidence 84.44%",shop,,UGO 코드로 말하고 UGG 로 달리는 연말 해커톤! UGO 코드 로 말하고 UGG 로 달리는 연말 해커 톤 !,기타,shop
people13_compressed.jpg,"'human face' with confidence 99.13%, 'person' with confidence 99.09%, 'fashion accessory' with confidence 96.65%, 'clothing' with confidence 93.27%, 'smile' with confidence 92.62%, 'eyebrow' with confidence 88.90%, 'headpiece' with confidence 88.50%, 'hairstyle' with confidence 87.00%, 'headband' with confidence 86.99%, 'indoor' with confidence 84.18%, 'young' with confidence 73.38%, 'jewelled headdress' with confidence 55.86%, 'head' with confidence 52.63%, 'girl' with confidence 45.74%",shop,,,기타,shop
people14_compressed.jpg,"'clothing' with confidence 96.20%, 'human face' with confidence 95.79%, 'person' with confidence 95.44%, 'wall' with confidence 94.07%, 'indoor' with confidence 86.37%, 'fashion' with confidence 72.49%, 'art' with confidence 42.24%",shop,,,기타,shop
people15_compressed.jpg,"'human face' with confidence 99.81%, 'clothing' with confidence 98.85%, 'person' with confidence 98.25%, 'smile' with confidence 94.45%, 'man' with confidence 93.62%, 'group' with confidence 79.02%, 'indoor' with confidence 73.84%, 'shop' with confidence 69.62%",shop,,,기타,shop
people16_compressed.jpg,"'human face' with confidence 99.77%, 'clothing' with confidence 98.91%, 'person' with confidence 98.34%, 'boy' with confidence 95.41%, 'girl' with confidence 94.62%, 'collage' with confidence 94.40%, 'smile' with confidence 90.00%, 'photo booth' with confidence 88.34%, 'people' with confidence 87.63%, 'woman' with confidence 86.90%, 'glasses' with confidence 85.39%, 'adolescent' with confidence 85.21%, 'group' with confidence 70.18%",shop,,Hari Fum * Hari Fum *,기타,shop
people17_compressed.jpg,"'person' with confidence 99.95%, 'human face' with confidence 99.89%, 'smile' with confidence 99.28%, 'clothing' with confidence 99.05%, 'glasses' with confidence 98.56%, 'wall' with confidence 96.69%, 'indoor' with confidence 95.48%, 'shoulder' with confidence 92.83%, 'cool' with confidence 88.22%, 'thumb' with confidence 87.98%, 'vision care' with confidence 87.95%, 'eyewear' with confidence 87.37%, 'man' with confidence 87.34%, 'adult' with confidence 85.80%, 'finger' with confidence 85.77%, 'happy' with confidence 85.67%, 't-shirt' with confidence 85.08%, 'wrist' with confidence 84.77%, 'neck' with confidence 84.60%, 'woman' with confidence 56.01%",shop,,,기타,shop
people18_compressed.jpg,"'text' with confidence 99.69%, 'clothing' with confidence 99.54%, 'person' with confidence 98.19%, 'human face' with confidence 97.27%, 'footwear' with confidence 96.75%, 'smile' with confidence 95.20%, 'girl' with confidence 86.63%, 'ground' with confidence 85.30%, 'sign' with confidence 66.41%, 'floor' with confidence 64.23%, 'woman' with confidence 61.46%, 'indoor' with confidence 57.45%",shop,,2025 런케이션 지능형서비스 AI 해커톤 경진대회 대상 (총장상) 제주지역혁신지능형서비스사업단 2025 런 케이션 지능형 서비스 AI 해커 톤 경진 대회 대상 ( 총장상 ) 제주 지역 혁신 지능형 서비스 사업단,기타,shop
people19_compressed.jpg,"'clothing' with confidence 99.76%, 'person' with confidence 99.60%, 'text' with confidence 99.17%, 'human face' with confidence 96.91%, 'footwear' with confidence 96.85%, 'computer' with confidence 93.98%, 'girl' with confidence 93.95%, 'laptop' with confidence 88.83%, 'boy' with confidence 86.88%, 'indoor' with confidence 77.56%",shop,,2025 런케이션 지능형서비스 AI 해커톤 경진대회 대상 (총장상) 제주지역혁신품 지능형서비스사업단 2025 런 케이션 지능형 서비스 AI 해커 톤 경진 대회 대상 ( 총장상 ) 제주 지역 혁신 품 지능형 서비스 사업단,기타,shop
people2_compressed.jpg,"'food' with confidence 97.12%, 'person' with confidence 95.93%, 'dish' with confidence 95.35%, 'human face' with confidence 93.81%, 'fast food' with confidence 92.64%, 'meal' with confidence 92.21%, 'snack' with confidence 90.73%, 'cuisine' with confidence 89.62%, 'woman' with confidence 84.94%, 'indoor' with confidence 83.55%, 'wall' with confidence 76.15%, 'girl' with confidence 71.39%",animal,,( KUNG FU ( KUNG FU,기타,animal
people3_compressed.jpg,"'clothing' with confidence 99.95%, 'person' with confidence 99.84%, 'human face' with confidence 98.24%, 'fashion accessory' with confidence 97.00%, 'smile' with confidence 95.39%, 'man' with confidence 93.23%, 'footwear' with confidence 92.02%, 'indoor' with confidence 88.66%, 'tie' with confidence 84.67%, 'ceiling' with confidence 77.97%, 'standing' with confidence 72.85%, 'woman' with confidence 68.67%, 'wearing' with confidence 57.58%",shop,,000 000,기타,shop
people4_compressed.jpg,"'skin' with confidence 93.98%, 'person' with confidence 93.37%, 'lip' with confidence 92.43%, 'flesh' with confidence 91.65%, 'eyelash' with confidence 90.98%, 'tooth' with confidence 90.81%, 'human face' with confidence 90.56%, 'organ' with confidence 89.01%, 'closeup' with confidence 87.95%, 'tongue' with confidence 87.70%, 'jaw' with confidence 87.08%, 'woman' with confidence 77.25%",people,,,기타,people
people5_compressed.jpg,"'person' with confidence 98.22%, 'clothing' with confidence 96.67%, 'wall' with confidence 96.62%, 'indoor' with confidence 95.68%, 'mirror' with confidence 92.18%, 'sink' with confidence 84.28%, 'art' with confidence 45.16%",shop,,,기타,shop
people6_compressed.jpg,"'person' with confidence 99.70%, 'clothing' with confidence 99.43%, 'human face' with confidence 99.23%, 'jacket' with confidence 95.83%, 'hat' with confidence 89.83%, 'fashion accessory' with confidence 89.08%, 'smile' with confidence 86.12%, 'man' with confidence 84.86%, 'woman' with confidence 63.01%, 'outdoor' with confidence 61.98%, 'indoor' with confidence 55.83%",shop,,,기타,shop
people7_compressed.jpg,"'person' with confidence 99.77%, 'clothing' with confidence 99.25%, 'human face' with confidence 99.12%, 'text' with confidence 97.19%, 'smile' with confidence 96.71%, 'indoor' with confidence 95.35%, 'wall' with confidence 91.85%, 'medical equipment' with confidence 84.55%, 'woman' with confidence 71.34%",shop,,"4 라, 음식은 4 라 , 음식 은",기타,shop
people8_compressed.jpg,"'human face' with confidence 96.94%, 'woman' with confidence 95.16%, 'collage' with confidence 94.08%, 'clothing' with confidence 92.18%, 'girl' with confidence 87.90%, 'female person' with confidence 85.77%, 'person' with confidence 76.81%",shop,,PHOTOGRAY D PHOTOGRAY PHOTOGRAY PHOTOGRAY PHOTOGRAY PHOTOGRAY PHOTOGRAY D PHOTOGRAY PHOTOGRAY PHOTOGRAY PHOTOGRAY PHOTOGRAY,기타,shop
people9_compressed.jpg,"'climbing hold' with confidence 97.33%, 'footwear' with confidence 96.74%, 'climbing' with confidence 95.55%, 'clothing' with confidence 95.09%, 'person' with confidence 93.26%, 'bouldering' with confidence 90.85%, 'climbing shoe' with confidence 90.72%, 'adventure' with confidence 89.70%, 'rock climbing' with confidence 76.89%, 'ground' with confidence 66.73%",shop,,START START TRIAL 21 START START STA STAR START START TRIAL 21 START START STA STAR,기타,shop
./dataset/AzureTestImgs/compressed/compressed_20250313/animal0_compressed.jpg,,,기타,,,기타
